application_id,application_date,age,monthly_income,requested_amount,credit_score,channel,status,processing_hours
A00747,2025-08-08,28,2279.94,528.14,699,Partner,Approved,23.9
A00748,2025-02-18,26,2650.05,3428.97,679,Mobile App,Rejected,7.1
A00749,2025-02-15,44,1213.1,1375.0,725,Web,Approved,22.2
A00750,2025-11-07,57,3432.49,3121.4,814,Mobile App,Approved,16.5
A00751,2025-01-23,28,2501.06,3115.99,693,Web,Approved,14.0
A00752,2025-08-22,47,3259.95,2383.15,583,Partner,Approved,18.5
A00753,2025-02-10,22,2987.14,2923.35,735,Partner,Approved,10.9
A00754,2025-03-11,48,2873.55,408.3,636,Web,Rejected,5.8
A00755,2025-08-15,37,2575.45,1160.06,767,Web,Approved,13.6
A00756,2025-01-15,41,1554.22,816.11,717,Partner,Approved,11.9
A00757,2025-12-02,51,2751.34,3379.93,684,Web,Rejected,9.6
A00758,2025-05-21,36,391.45,2243.79,527,Partner,Rejected,14.5
A00759,2025-07-02,42,355.45,3129.81,714,Web,Approved,3.4
A00760,2025-02-10,55,858.11,334.46,668,Web,Rejected,11.0
A00761,2025-11-18,42,1506.45,2241.67,609,Mobile App,Rejected,12.2
A00762,2025-04-19,54,518.22,2721.26,553,Web,Approved,19.8
A00763,2025-09-23,26,2390.55,1028.63,757,Mobile App,Approved,9.2
A00764,2025-05-14,48,2604.79,3960.87,675,Web,Approved,28.0
A00765,2025-11-11,31,2525.51,3034.9,687,Mobile App,Rejected,10.4
A00766,2025-06-24,37,3375.86,548.7,620,Partner,Rejected,15.2
A00767,2025-05-13,58,797.37,463.75,671,Web,Approved,22.4
A00768,2025-06-05,25,551.41,454.26,581,Web,Approved,25.5
A00769,2025-02-08,30,2105.49,2945.29,653,Partner,Rejected,18.5
A00770,2025-12-19,38,3250.24,1910.11,633,Web,Rejected,4.9
A00771,2025-06-05,46,1638.17,2820.18,643,Partner,Approved,11.3
A00772,2025-02-18,50,1428.39,3362.69,655,Mobile App,Approved,22.5
A00773,2025-02-24,34,2879.05,2748.74,750,Mobile App,Approved,19.4
A00774,2025-04-08,25,3200.39,800.54,644,Partner,Rejected,10.8
A00775,2025-06-09,37,918.91,745.91,718,Mobile App,Approved,26.0
A00776,2025-07-16,37,2404.52,2364.55,659,Mobile App,Approved,17.1
A00777,2025-06-01,21,1195.23,3736.79,631,Web,Rejected,15.4
A00778,2025-07-06,55,2626.32,725.77,742,Web,Approved,1.0
A00779,2025-07-09,44,873.63,2720.1,696,Mobile App,Rejected,10.1
A00780,2025-05-27,45,3286.6,314.34,528,Mobile App,Rejected,16.2
A00781,2025-07-16,44,1108.76,3592.91,674,Mobile App,Approved,20.6
A00782,2025-01-26,27,2440.45,3378.41,591,Mobile App,Approved,33.0
A00783,2025-08-30,49,1885.4,617.55,687,Web,Approved,15.6
A00784,2025-02-17,46,720.97,2022.18,779,Mobile App,Approved,22.6
A00785,2025-08-07,49,541.25,925.0,734,Web,Approved,26.1
A00786,2025-08-29,36,3300.25,2308.19,545,Mobile App,Approved,29.7
A00787,2025-09-05,34,2123.05,3506.82,657,Web,Rejected,16.0
A00788,2025-02-26,24,3322.64,2194.39,739,Mobile App,Approved,13.0
A00789,2025-09-19,41,1019.01,515.7,700,Web,Approved,23.3
A00790,2025-03-09,25,2891.21,2597.79,677,Web,Approved,21.5
A00791,2025-12-06,44,564.66,2873.2,575,Web,Rejected,5.7
A00792,2025-04-03,53,384.27,2681.29,605,Mobile App,Rejected,16.6
A00793,2025-11-26,51,2513.78,322.43,820,Web,Approved,19.8
A00794,2025-12-07,29,2401.08,751.14,670,Web,Rejected,13.5
A00795,2025-01-22,44,2417.84,2673.11,743,Mobile App,Approved,23.0
A00796,2025-11-03,50,3190.0,511.47,605,Mobile App,Approved,25.1
A00797,2025-05-27,49,3422.68,3389.21,678,Web,Approved,23.7
A00798,2025-10-26,33,3309.24,1727.57,550,Mobile App,Rejected,3.1
A00799,2025-07-04,51,1084.27,2012.79,718,Partner,Approved,5.4
A00800,2025-09-09,34,2306.84,1022.25,705,Mobile App,Rejected,16.4
A00801,2025-06-08,50,1203.59,3904.76,689,Mobile App,Rejected,16.5
A00802,2025-07-28,32,1430.97,2740.94,697,Web,Approved,21.1
A00803,2025-03-24,36,2958.29,200.6,653,Web,Rejected,13.8
A00804,2025-11-07,50,1846.46,2281.88,820,Web,Approved,26.0
A00805,2025-05-04,56,729.69,3848.95,719,Mobile App,Approved,20.7
A00806,2025-09-25,29,2181.45,3568.8,632,Mobile App,Approved,19.6
A00807,2025-08-05,31,602.71,3313.74,663,Web,Rejected,20.6
A00808,2025-10-19,35,3059.7,3836.34,620,Partner,Approved,1.5
A00809,2025-07-28,27,512.51,3676.15,643,Mobile App,Approved,22.9
A00810,2025-05-29,25,1260.25,3874.2,820,Web,Rejected,21.2
A00811,2025-02-07,54,1537.07,1341.05,616,Partner,Rejected,12.5
A00812,2025-09-20,58,717.28,1126.23,618,Partner,Rejected,12.7
A00813,2025-12-15,44,3181.13,3857.03,621,Mobile App,Approved,6.5
A00814,2025-10-31,37,2146.49,889.8,708,Web,Approved,19.4
A00815,2025-11-26,36,1647.93,3833.95,668,Mobile App,Approved,20.4
A00816,2025-12-25,24,2316.39,1992.39,812,Mobile App,Approved,18.8
A00817,2025-08-16,51,1421.1,3090.97,655,Mobile App,Rejected,20.1
A00818,2025-08-27,41,2824.93,1085.04,573,Mobile App,Rejected,19.3
A00819,2025-10-05,47,1613.3,708.93,629,Web,Rejected,8.3
A00820,2025-12-29,44,1547.28,2078.5,687,Mobile App,Approved,29.7
A00821,2025-11-24,34,3118.58,629.77,631,Web,Approved,24.7
A00822,2025-11-12,47,2386.06,1984.37,704,Web,Approved,8.3
A00823,2025-10-23,55,1470.4,2876.86,739,Mobile App,Approved,12.2
A00824,2025-09-04,22,2480.82,3167.94,584,Mobile App,Rejected,8.5
A00825,2025-11-19,39,2981.95,2639.93,632,Partner,Rejected,18.1
A00826,2025-10-31,33,1513.03,3431.07,632,Mobile App,Rejected,24.5
A00827,2025-02-03,50,3026.41,3525.49,694,Mobile App,Rejected,9.0
A00828,2025-01-08,55,1648.61,2330.5,625,Mobile App,Approved,19.6
A00829,2025-03-30,26,2542.04,214.96,548,Web,Approved,2.8
A00830,2025-12-31,36,410.85,634.07,622,Mobile App,Rejected,18.4
A00831,2025-03-18,51,1406.37,2184.83,691,Web,Approved,18.2
A00832,2025-09-03,37,1399.0,3723.44,666,Web,Approved,2.8
A00833,2025-02-16,25,2315.77,2847.18,658,Partner,Approved,5.6
A00834,2025-06-18,42,1930.54,736.05,734,Partner,Approved,17.9
A00835,2025-01-27,30,2992.65,1806.71,674,Mobile App,Approved,20.8
A00836,2025-04-28,40,2861.03,3247.58,700,Partner,Approved,19.6
A00837,2025-03-19,33,2850.79,1918.22,702,Mobile App,Approved,13.9
A00838,2025-11-15,26,2948.29,1993.19,593,Mobile App,Rejected,16.4
A00839,2025-04-09,58,1029.73,3391.79,774,Web,Approved,25.1
A00840,2025-09-14,48,1993.82,1461.02,666,Mobile App,Approved,22.3
A00841,2025-01-13,35,1965.3,1003.56,651,Web,Rejected,16.7
A00842,2025-11-11,33,3190.75,977.62,640,Partner,Approved,19.0
A00843,2025-05-14,29,845.64,1059.98,810,Partner,Rejected,19.4
A00844,2025-12-15,40,1599.03,2187.06,777,Partner,Approved,12.6
A00845,2025-06-11,26,1274.4,1435.12,635,Mobile App,Approved,17.7
A00846,2025-11-19,36,1804.53,951.29,716,Partner,Approved,16.5
A00847,2025-09-24,44,2510.18,2010.53,745,Mobile App,Approved,14.1
A00848,2025-02-24,25,2314.78,1861.75,768,Partner,Approved,24.8
A00849,2025-09-20,35,1766.32,3438.71,607,Web,Rejected,18.1
A00850,2025-12-28,44,2035.19,3163.07,665,Web,Rejected,21.1
A00851,2025-11-13,24,680.59,1931.76,645,Web,Rejected,16.2
A00852,2025-03-10,23,3053.35,3784.95,715,Mobile App,Approved,1.0
A00853,2025-08-27,23,1294.93,460.45,557,Web,Rejected,14.9
A00854,2025-08-12,54,619.96,1696.67,671,Partner,Approved,25.1
A00855,2025-01-27,23,1257.29,3118.12,694,Mobile App,Approved,9.1
A00856,2025-12-25,25,1345.42,3310.43,701,Web,Rejected,8.7
A00857,2025-03-28,36,897.1,3106.86,665,Web,Rejected,10.4
A00858,2025-07-05,28,3157.01,1940.71,702,Mobile App,Approved,8.0
A00859,2025-05-13,45,1839.22,3834.31,607,Web,Rejected,1.0
A00860,2025-08-27,46,2605.52,2989.17,819,Mobile App,Approved,11.0
A00861,2025-09-09,27,3082.38,2149.57,623,Mobile App,Rejected,5.9
A00862,2025-05-11,53,1828.03,3964.16,638,Partner,Approved,14.9
A00863,2025-06-14,41,894.35,3030.03,719,Mobile App,Rejected,15.2
A00864,2025-12-04,47,527.6,200.45,701,Web,Approved,13.9
A00865,2025-01-06,37,2260.56,3617.72,675,Web,Rejected,22.5
A00866,2025-04-27,41,2929.57,1210.71,678,Web,Approved,20.1
A00867,2025-11-13,43,1592.4,1279.04,548,Mobile App,Rejected,17.6
A00868,2025-12-13,47,2732.31,3124.99,696,Mobile App,Approved,27.0
A00869,2025-11-26,24,3470.52,2966.64,501,Web,Rejected,14.2
A00870,2025-05-10,53,2416.19,1646.55,671,Mobile App,Rejected,14.5
A00871,2025-05-03,55,2596.75,2749.32,638,Mobile App,Approved,19.4
A00872,2025-06-13,29,3050.1,3827.72,724,Partner,Rejected,14.2
A00873,2025-12-01,24,2849.82,3402.03,659,Web,Rejected,12.4
A00874,2025-08-29,50,2814.04,3505.42,653,Web,Approved,18.2
A00875,2025-07-04,36,551.66,649.72,632,Mobile App,Rejected,1.0
A00876,2025-04-27,44,572.56,457.11,766,Mobile App,Rejected,1.6
A00877,2025-08-25,46,1330.09,2011.26,670,Partner,Approved,8.7
A00878,2025-11-20,57,1831.99,3618.73,659,Web,Rejected,7.1
A00879,2025-06-30,57,3230.79,2479.56,675,Partner,Rejected,7.9
A00880,2025-02-05,51,1755.33,244.86,593,Mobile App,Rejected,16.0
A00881,2025-04-17,34,1491.44,1580.46,764,Partner,Rejected,16.2
A00882,2025-03-05,57,459.89,2445.31,684,Partner,Rejected,6.4
A00883,2025-03-09,48,3495.99,898.48,672,Partner,Approved,20.9
A00884,2025-07-02,27,1050.33,3030.3,635,Mobile App,Rejected,20.0
A00885,2025-07-07,48,846.88,2620.39,674,Web,Approved,20.2
A00886,2025-04-14,41,1300.56,1450.34,645,Mobile App,Rejected,10.3
A00887,2025-09-09,55,2719.37,241.18,691,Partner,Rejected,16.4
A00888,2025-07-13,56,3185.07,823.45,699,Partner,Approved,10.6
A00889,2025-10-10,28,3085.68,1574.51,629,Mobile App,Rejected,13.5
A00890,2025-09-16,22,3189.28,3434.42,556,Partner,Rejected,21.0
A00891,2025-04-21,53,1806.57,786.87,697,Mobile App,Approved,18.0
A00892,2025-11-20,49,2880.73,1810.63,630,Web,Rejected,19.4
A00893,2025-11-06,38,1086.41,1022.45,659,Mobile App,Rejected,27.0
A00894,2025-02-17,21,2878.46,3632.29,702,Mobile App,Approved,7.2
A00895,2025-10-03,37,1081.07,3323.28,724,Mobile App,Approved,14.0
A00896,2025-04-14,58,2622.83,617.26,642,Partner,Approved,16.0
A00897,2025-12-30,34,1208.5,3385.74,668,Mobile App,Rejected,15.4
A00898,2025-09-08,21,1744.27,528.09,726,Partner,Approved,20.8
A00899,2025-12-13,47,797.64,1947.89,629,Partner,Rejected,4.2
A00900,2025-06-22,47,2764.74,1131.45,623,Mobile App,Approved,20.1
A00901,2025-07-29,43,2297.36,1352.11,732,Mobile App,Approved,30.2
A00902,2025-08-17,26,799.03,2440.98,588,Web,Approved,18.2
A00903,2025-04-05,47,1861.09,1871.34,661,Web,Rejected,10.8
A00904,2025-08-31,38,1835.0,952.23,685,Mobile App,Rejected,11.9
A00905,2025-09-14,31,1083.68,1536.76,658,Mobile App,Approved,13.1
A00906,2025-07-26,27,1465.39,1815.63,701,Partner,Approved,25.0
A00907,2025-07-20,30,1815.67,3371.51,782,Mobile App,Approved,13.9
A00908,2025-09-02,43,1953.05,2906.57,607,Web,Rejected,11.7
A00909,2025-11-14,40,842.88,2679.1,621,Mobile App,Rejected,20.8
A00910,2025-12-18,30,2323.59,2775.84,622,Web,Approved,18.1
A00911,2025-10-30,57,2483.33,1492.22,588,Partner,Rejected,11.1
A00912,2025-10-10,46,2400.32,1285.49,688,Mobile App,Approved,28.3
A00913,2025-11-12,41,2890.64,1875.09,631,Partner,Approved,20.2
A00914,2025-01-11,43,2079.32,3208.62,541,Web,Rejected,5.1
A00915,2025-03-01,42,1151.83,2516.92,623,Web,Approved,14.1
A00916,2025-01-09,44,2870.05,455.34,704,Partner,Approved,22.0
A00917,2025-10-03,21,1218.83,1463.0,571,Mobile App,Rejected,17.3
A00918,2025-12-20,45,418.54,933.96,603,Mobile App,Approved,30.4
A00919,2025-03-17,40,1068.16,418.84,696,Partner,Approved,18.6
A00920,2025-02-24,30,2085.32,3703.41,664,Mobile App,Approved,17.3
A00921,2025-08-11,33,475.58,2088.09,676,Web,Rejected,8.7
A00922,2025-02-17,32,2230.52,3911.81,724,Mobile App,Approved,19.4
A00923,2025-03-24,28,472.89,1445.69,724,Mobile App,Rejected,13.1
A00924,2025-02-27,50,860.39,887.51,720,Partner,Rejected,8.3
A00925,2025-04-12,44,730.8,3456.6,820,Web,Rejected,8.6
A00926,2025-05-10,49,1082.83,3903.52,646,Partner,Rejected,20.3
A00927,2025-03-31,31,916.68,778.52,755,Partner,Rejected,8.0
A00928,2025-12-02,24,1753.42,2564.38,567,Web,Rejected,3.8
A00929,2025-10-08,57,393.48,1868.17,611,Partner,Approved,12.1
A00930,2025-06-22,46,1960.77,760.37,665,Partner,Approved,24.8
A00931,2025-09-22,30,1914.79,2815.75,745,Partner,Approved,13.3
A00932,2025-01-03,53,2876.49,3186.68,710,Mobile App,Approved,23.7
A00933,2025-07-05,47,2572.54,918.4,767,Partner,Approved,16.4
A00934,2025-07-29,42,3373.83,3830.91,627,Partner,Rejected,18.8
A00935,2025-03-24,41,3169.37,925.28,774,Mobile App,Rejected,9.9
A00936,2025-12-07,21,3470.97,2814.44,802,Partner,Approved,29.6
A00937,2025-05-15,42,849.13,3459.15,658,Web,Rejected,2.6
A00938,2025-02-12,52,3280.16,3076.4,636,Mobile App,Approved,15.1
A00939,2025-10-21,47,3207.72,2428.79,710,Mobile App,Approved,5.8
A00940,2025-02-14,58,2797.81,591.03,820,Mobile App,Approved,33.9
A00941,2025-11-07,48,1741.66,2960.23,628,Partner,Approved,4.5
A00942,2025-08-18,44,657.37,2076.65,664,Mobile App,Rejected,16.5
A00943,2025-02-03,37,1225.39,1607.95,763,Partner,Rejected,18.5
A00944,2025-09-27,48,2771.96,2832.09,662,Web,Rejected,1.0
A00945,2025-08-22,41,1613.96,3810.0,708,Mobile App,Approved,23.4
A00946,2025-01-24,30,2905.62,1321.63,655,Partner,Rejected,15.4
A00947,2025-03-09,43,2356.11,1630.75,688,Partner,Approved,15.8
A00948,2025-01-18,49,1855.42,530.18,600,Mobile App,Rejected,15.9
A00949,2025-04-21,50,2242.31,3529.08,583,Web,Approved,27.3
A00950,2025-06-25,32,3363.85,2651.8,616,Partner,Rejected,16.9
A00951,2025-04-06,53,1169.87,824.13,627,Mobile App,Rejected,16.1
A00952,2025-08-31,35,1138.08,3667.92,661,Partner,Approved,21.2
A00953,2025-06-04,25,2337.07,2225.24,623,Web,Rejected,2.1
A00954,2025-04-19,27,1661.43,1984.67,656,Mobile App,Approved,15.0
A00955,2025-07-16,35,2405.63,2027.31,577,Mobile App,Rejected,8.7
A00956,2025-05-13,31,1990.08,655.0,566,Mobile App,Rejected,14.3
A00957,2025-03-12,51,1829.14,3746.25,650,Mobile App,Approved,17.6
A00958,2025-10-11,52,2749.92,2439.64,820,Mobile App,Approved,18.6
A00959,2025-07-08,45,3373.3,3930.29,699,Partner,Approved,21.9
A00960,2025-05-25,42,1562.87,2280.43,666,Mobile App,Approved,13.3
A00961,2025-06-12,34,1793.65,3835.72,732,Web,Approved,24.7
A00962,2025-10-16,44,1864.25,3732.32,485,Partner,Approved,16.3
A00963,2025-12-09,32,1485.09,2498.29,653,Partner,Approved,13.5
A00964,2025-05-06,58,552.79,237.4,755,Mobile App,Rejected,9.7
A00965,2025-09-21,53,2437.13,3062.18,731,Mobile App,Approved,13.7
A00966,2025-12-17,39,3269.01,3970.05,648,Partner,Rejected,18.6
A00967,2025-12-08,21,1189.68,3904.69,626,Web,Approved,16.3
A00968,2025-06-10,57,2533.37,2157.66,603,Partner,Rejected,7.3
A00969,2025-10-29,55,2946.68,249.66,721,Mobile App,Approved,21.5
A00970,2025-04-25,27,1013.3,662.18,600,Partner,Rejected,5.2
A00971,2025-09-21,41,2475.69,1659.78,820,Mobile App,Rejected,8.9
A00972,2025-02-04,48,698.08,3035.75,618,Mobile App,Approved,21.0
A00973,2025-08-08,44,3093.07,283.89,624,Mobile App,Approved,14.9
A00974,2025-08-07,55,2408.33,812.27,732,Partner,Approved,24.4
A00975,2025-03-10,43,3245.21,1606.25,662,Mobile App,Approved,26.8
A00976,2025-03-22,30,820.5,2436.43,665,Mobile App,Rejected,11.8
A00977,2025-06-08,53,2136.39,565.06,674,Web,Approved,15.3
A00978,2025-10-06,21,2641.47,1097.48,709,Mobile App,Approved,19.4
A00979,2025-05-04,43,1110.65,551.82,624,Web,Approved,18.7
A00980,2025-08-08,42,1850.56,357.97,639,Mobile App,Rejected,9.4
A00981,2025-08-20,53,1102.34,342.93,665,Mobile App,Rejected,20.6
A00982,2025-02-05,37,608.82,1460.22,692,Partner,Approved,26.3
A00983,2025-02-10,48,2726.68,481.92,776,Web,Approved,17.2
A00984,2025-05-06,30,892.03,1841.42,635,Mobile App,Rejected,7.9
A00985,2025-12-28,53,1700.85,830.66,692,Mobile App,Approved,23.5
A00986,2025-11-28,31,2929.04,3202.69,777,Mobile App,Approved,8.3
A00987,2025-06-21,24,672.75,3021.49,734,Partner,Rejected,20.9
A00988,2025-07-27,31,1071.11,996.0,820,Web,Approved,18.8
A00989,2025-02-16,36,3193.19,213.56,672,Web,Approved,6.8
A00990,2025-02-21,33,1635.05,2237.44,624,Web,Approved,9.7
A00991,2025-06-21,36,1188.58,2748.53,609,Web,Approved,11.2
A00992,2025-08-02,48,567.68,522.36,575,Mobile App,Approved,16.8
A00993,2025-05-15,27,1554.67,2785.7,700,Mobile App,Approved,22.8
A00994,2025-12-09,52,2122.57,1901.94,669,Partner,Approved,24.9
A00995,2025-08-31,29,795.09,2037.97,744,Partner,Approved,6.9
A00996,2025-01-13,32,2171.15,3909.94,657,Partner,Approved,8.8
A00997,2025-02-08,28,2875.55,1112.09,611,Partner,Approved,18.8
A00998,2025-05-18,43,887.22,3353.55,667,Web,Rejected,23.8
A00999,2025-03-24,49,1729.51,213.68,808,Partner,Approved,20.5
A01000,2025-08-09,36,2355.71,790.43,663,Partner,Rejected,12.5
